SampleID,Tissue,Treatment,Replicate,Sex,Age_weeks,Gene,Expression,QC_pass,BatchID
Br_Con_M_Rep3,Brain,Control,3,Male,11.1,Gene002,6.9,True,Batch1
Br_Con_M_Rep3,Brain,Control,3,Male,11.1,Gene003,3.7315,True,Batch1
Br_Con_M_Rep3,Brain,Control,3,Male,11.1,Gene004,4.6127,True,Batch1
Br_Con_M_Rep3,Brain,Control,3,Male,11.1,Gene005,4.9212,True,Batch1
Br_Con_M_Rep3,Brain,Control,3,Male,11.1,Gene006,2.4032,True,Batch1
Br_Con_M_Rep3,Brain,Control,3,Male,11.1,Gene007,4.8357,True,Batch1
Br_Con_M_Rep3,Brain,Control,3,Male,11.1,Gene008,2.3843,True,Batch1
Br_Con_M_Rep3,Brain,Control,3,Male,11.1,Gene009,3.5974,True,Batch1
Br_Con_M_Rep3,Brain,Control,3,Male,11.1,Gene010,3.9525,True,Batch1
Br_Con_M_Rep3,Brain,Control,3,Male,11.1,Gene011,1.7252,True,Batch1
Br_Con_M_Rep3,Brain,Control,3,Male,11.1,Gene012,0.0,True,Batch1
Br_Con_M_Rep3,Brain,Control,3,Male,11.1,Gene013,1.7669,True,Batch1
Br_Con_M_Rep3,Brain,Control,3,Male,11.1,Gene014,4.7959,True,Batch1
Br_Con_M_Rep3,Brain,Control,3,Male,11.1,Gene015,1.6367,True,Batch1
Br_Con_M_Rep3,Brain,Control,3,Male,11.1,Gene016,4.481,True,Batch1
Br_Con_M_Rep3,Brain,Control,3,Male,11.1,Gene017,2.0017,True,Batch1
Br_Con_M_Rep3,Brain,Control,3,Male,11.1,Gene018,3.0619,True,Batch1
Br_Con_M_Rep3,Brain,Control,3,Male,11.1,Gene019,3.39,True,Batch1
Br_Con_M_Rep3,Brain,Control,3,Male,11.1,Gene020,1.6438,True,Batch1
Br_Con_M_Rep3,Brain,Control,3,Male,11.1,Gene021,2.5192,True,Batch1
Br_Con_M_Rep3,Brain,Control,3,Male,11.1,Gene022,1.0605,True,Batch1
Br_Con_M_Rep3,Brain,Control,3,Male,11.1,Gene023,2.3669,True,Batch1
Br_Con_M_Rep3,Brain,Control,3,Male,11.1,Gene024,3.3941,True,Batch1
Br_Con_M_Rep3,Brain,Control,3,Male,11.1,Gene025,0.0,True,Batch1
Br_Con_M_Rep3,Brain,Control,3,Male,11.1,Gene026,2.254,True,Batch1
Br_Con_M_Rep3,Brain,Control,3,Male,11.1,Gene027,3.8541,True,Batch1
Br_Con_M_Rep3,Brain,Control,3,Male,11.1,Gene028,1.1539,True,Batch1
Br_Con_M_Rep3,Brain,Control,3,Male,11.1,Gene029,3.8892,True,Batch1
Br_Con_M_Rep3,Brain,Control,3,Male,11.1,Gene030,3.9668,True,Batch1
Br_Con_M_Rep3,Brain,Control,3,Male,11.1,Gene031,3.6647,True,Batch1
Br_Con_M_Rep3,Brain,Control,3,Male,11.1,Gene032,4.6088,True,Batch1
Br_Con_M_Rep3,Brain,Control,3,Male,11.1,Gene033,0.096,True,Batch1
Br_Con_M_Rep3,Brain,Control,3,Male,11.1,Gene034,5.0589,True,Batch1
Br_Con_M_Rep3,Brain,Control,3,Male,11.1,Gene035,1.1111,True,Batch1
Br_Con_M_Rep3,Brain,Control,3,Male,11.1,Gene036,3.6278,True,Batch1
Br_Con_M_Rep3,Brain,Control,3,Male,11.1,Gene037,6.0513,True,Batch1
Br_Con_M_Rep3,Brain,Control,3,Male,11.1,Gene038,2.3745,True,Batch1
Br_Con_M_Rep3,Brain,Control,3,Male,11.1,Gene039,3.1274,True,Batch1
Br_Con_M_Rep3,Brain,Control,3,Male,11.1,Gene040,2.292,True,Batch1
Br_Con_M_Rep3,Brain,Control,3,Male,11.1,Gene041,,True,Batch1
Br_Con_M_Rep3,Brain,Control,3,Male,11.1,Gene042,2.0752,True,Batch1
Br_Con_M_Rep3,Brain,Control,3,Male,11.1,Gene043,4.2922,True,Batch1
Br_Con_M_Rep3,Brain,Control,3,Male,11.1,Gene044,5.2651,True,Batch1
Br_Con_M_Rep3,Brain,Control,3,Male,11.1,Gene045,4.5011,True,Batch1
Br_Con_M_Rep3,Brain,Control,3,Male,11.1,Gene046,3.1761,True,Batch1
Br_Con_M_Rep3,Brain,Control,3,Male,11.1,Gene047,3.1586,True,Batch1
Br_Con_M_Rep3,Brain,Control,3,Male,11.1,Gene048,1.7848,True,Batch1
Br_Con_M_Rep3,Brain,Control,3,Male,11.1,Gene049,6.2013,True,Batch1
Br_Con_M_Rep3,Brain,Control,3,Male,11.1,Gene050,3.988,True,Batch1
Br_Con_M_Rep3,Brain,Control,3,Male,11.1,Gene051,3.2789,True,Batch1
Br_Con_M_Rep3,Brain,Control,3,Male,11.1,Gene052,1.6789,True,Batch1
Br_Con_M_Rep3,Brain,Control,3,Male,11.1,Gene053,2.8998,True,Batch1
Br_Con_M_Rep3,Brain,Control,3,Male,11.1,Gene054,,True,Batch1
Br_Con_M_Rep3,Brain,Control,3,Male,11.1,Gene055,6.1646,True,Batch1
Br_Con_M_Rep3,Brain,Control,3,Male,11.1,Gene056,3.2918,True,Batch1
Br_Con_M_Rep3,Brain,Control,3,Male,11.1,Gene057,3.2054,True,Batch1
Br_Con_M_Rep3,Brain,Control,3,Male,11.1,Gene058,1.531,True,Batch1
Br_Con_M_Rep3,Brain,Control,3,Male,11.1,Gene059,1.7058,True,Batch1
Br_Con_M_Rep3,Brain,Control,3,Male,11.1,Gene060,4.0842,True,Batch1
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Actb,7.0698,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gapdh,,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Rplp0,8.5246,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,B2m,7.2524,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Hprt,8.2861,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Pgk1,8.9737,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Sdha,7.5606,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Tbp,7.9056,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Ywhaz,7.7256,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Eif4a2,7.9753,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Snap25,10.591,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Syp,10.7516,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Map2,10.8767,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gfap,11.0463,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Mbp,9.4353,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Nestin,9.5193,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Camk2a,10.9895,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Tubb3,11.1695,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Nefl,11.7852,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Chrna4,9.9838,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Alb,1.28,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Cyp2e1,2.2325,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Fabp1,3.0017,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,G6pc,3.1537,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Apob,3.0242,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Hmgcr,2.1883,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Tat,4.1627,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Sds,1.8663,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Arg1,1.636,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Pck1,2.5545,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Myh4,2.1713,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Actn2,2.3294,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Tnni2,1.0378,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Atp2a1,0.9781,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Myl1,1.9901,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Myf5,1.8332,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Myod1,1.0726,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Ckm,1.6351,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Tnnc2,1.865,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Tpm2,2.4535,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Hspa1a,3.8989,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Hsp90aa1,5.9239,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Dnajb1,5.9089,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Jun,6.4647,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Fos,4.7595,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Nfkb1,5.212,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Il6,6.8666,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Cxcl1,3.4874,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Ccl2,,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Tnf,5.6849,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Ppara,6.0654,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Pparg,5.2005,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Acaca,5.9224,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Fasn,6.3425,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Scd1,6.3585,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Cpt1a,6.1203,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Hadha,5.4365,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Acsl1,5.7331,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Pdk4,5.5177,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Lpl,6.2578,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene001,6.8284,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene002,7.3133,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene003,6.4809,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene004,4.263,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene005,5.0074,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene006,5.3154,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene007,4.8696,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene008,4.6743,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene009,5.1435,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene010,7.2422,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene011,5.6413,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene012,3.2473,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene013,6.6702,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene014,5.5833,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene015,6.0962,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene016,,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene017,4.6246,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene018,4.4798,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene019,2.5503,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene020,5.3676,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene021,4.343,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene022,4.9468,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene023,5.1195,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene024,7.4646,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene025,3.4636,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene026,4.5372,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene027,4.3936,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene028,6.3969,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene029,4.544,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene030,5.5197,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene031,,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene032,6.5333,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene033,3.0079,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene034,5.2358,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene035,5.5649,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene036,5.7512,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene037,2.9929,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene038,4.4012,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene039,6.7496,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene040,,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene041,4.9412,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene042,6.1866,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene043,5.4433,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene044,4.6923,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene045,4.5685,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene046,5.1066,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene047,5.8927,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene048,6.248,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene049,3.5805,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene050,3.7524,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene051,3.1261,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene052,4.9961,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene053,4.6807,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene054,5.6046,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene055,5.7996,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene056,1.7287,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene057,1.7405,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene058,5.3067,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene059,6.8423,True,Batch2
Br_Con_F_Rep1,Brain,Control,1,Female,10.4,Gene060,4.395,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Actb,7.7356,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gapdh,8.3257,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Rplp0,8.6061,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,B2m,7.8148,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Hprt,8.3799,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Pgk1,7.3611,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Sdha,7.8939,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Tbp,7.6534,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Ywhaz,7.3179,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Eif4a2,8.7884,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Snap25,10.3398,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Syp,11.2432,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Map2,11.2281,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gfap,11.3133,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Mbp,10.9745,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Nestin,10.4664,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Camk2a,10.2789,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Tubb3,12.1329,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Nefl,10.5081,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Chrna4,10.3387,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Alb,1.5203,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Cyp2e1,3.6342,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Fabp1,2.0786,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,G6pc,2.1009,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Apob,2.2781,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Hmgcr,1.9437,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Tat,0.698,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Sds,2.3089,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Arg1,1.6449,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Pck1,2.5311,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Myh4,1.9743,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Actn2,3.0959,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Tnni2,2.9568,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Atp2a1,2.8623,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Myl1,2.5149,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Myf5,1.5518,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Myod1,0.9481,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Ckm,3.0342,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Tnnc2,2.8109,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Tpm2,1.2365,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Hspa1a,6.1053,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Hsp90aa1,6.7986,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Dnajb1,5.985,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Jun,6.3612,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Fos,5.3294,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Nfkb1,5.7716,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Il6,7.3875,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Cxcl1,5.1756,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Ccl2,5.2057,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Tnf,5.8658,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Ppara,6.2546,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Pparg,6.0605,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Acaca,5.9301,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Fasn,6.6792,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Scd1,4.2358,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Cpt1a,6.2187,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Hadha,6.2632,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Acsl1,7.1243,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Pdk4,6.436,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Lpl,6.0497,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene001,6.0799,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene002,5.4439,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene003,0.8984,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene004,3.1104,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene005,4.1659,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene006,3.264,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene007,9.2267,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene008,4.2733,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene009,2.7038,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene010,4.5253,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene011,4.3927,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene012,3.9016,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene013,5.6746,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene014,3.2757,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene015,3.9895,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene016,4.5711,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene017,4.6353,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene018,5.8772,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene019,7.5999,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene020,4.8401,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene021,8.4888,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene022,,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene023,6.9099,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene024,2.8703,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene025,5.5996,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene026,3.8219,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene027,3.6676,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene028,8.5117,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene029,6.1834,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene030,4.507,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene031,0.609,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene032,1.6091,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene033,3.6044,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene034,5.3205,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene035,5.8512,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene036,3.8058,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene037,5.9201,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene038,6.0092,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene039,3.8388,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene040,3.2498,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene041,5.2528,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene042,5.211,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene043,6.3929,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene044,6.6151,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene045,7.3661,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene046,6.5877,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene047,3.8395,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene048,4.2748,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene049,6.906,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene050,3.8952,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene051,3.7234,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene052,6.1502,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene053,7.4648,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene054,6.5282,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene055,6.0595,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene056,4.891,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene057,3.9445,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene058,6.1534,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene059,7.7403,True,Batch2
Br_Con_F_Rep2,Brain,Control,2,Female,6.1,Gene060,4.5495,True,Batch2
Br_Con_F_Rep3,Brain,Control,3,Female,7.0,Actb,7.6952,True,Batch2
Br_Con_F_Rep3,Brain,Control,3,Female,7.0,Gapdh,8.1861,True,Batch2
Br_Con_F_Rep3,Brain,Control,3,Female,7.0,Rplp0,8.1164,True,Batch2
Br_Con_F_Rep3,Brain,Control,3,Female,7.0,B2m,7.9456,True,Batch2
